Timestamp,Annotator #1 Code,Annotator #2 Code,Story Code,Story Name,Plot Summary (25-50 words),Author Code,Second author code (if applicable),In what order are the investigation and reveal portions provided?,Name of Detective #1,Detective #1 Gender,Detective #1 Role,Name of Detective #2,Detective #2 Gender,Detective #2 Role,"More Than Two Detectives? (If yes, enter total number)",Name of Assistant #1,Assistant #1 Gender,Assistant #1 Role,Name of Assistant #2,Assistant #2 Gender,Assistant #2 Role,"More Than Two Assistants? (If yes, enter total number)",Number of victims of gender Male,Number of victims of gender Female,Number of victims of gender Non-binary,Number of victims of gender Unknown,Number of victims who are corporate entities,Number of culprits of gender Male,Number of culprits of gender Female,Number of culprits of gender Non-binary,Number of culprits of gender Unknown,Are one or more culprits introduced into the story only during the reveal?,The main culprit,Who initiates the detective's investigation?,What is the role of the police force in solving the crime?,The story's main action focuses on a,When do(es) the crime(s)/mystery being investigated occur?,Types of crimes or quasi-crimes present in story,Motives,Means (murder only),Does the story provide sufficient clues in sufficient detail to allow an alert reader to correctly guess the solution before the reveal?,Does the story provide sufficient clues in sufficient detail to allow an alert reader to definitively solve the crime before the reveal?,Did either annotator personally correctly guess the solution to the crime before the reveal?,Types of clues,What is the essential clue in the story (if present)?,Of what type is the essential clue (if present)?,What is the most salient clue in the story (if clues are present)?,Of what type is the most salient clue (if clues are present)?,Describe the main red herring (if present),Of what type is the main red herring (if present)?,Presence of planted or fabricated evidence,Types of evidence made available in the story,Is the crime solved?,"Does the detective pointedly and independently decide NOT to alert the authorities to the facts of the crime, despite the fact that an actionable crime has been committed?",Do you receive a satisfying narrative of account of the crime(s) in all their relevant details and a summary of the process by which the crime(s) are solved?,How satisfying is this story as a piece of detective fiction?,Would you recommend this story to a friend?,"Upload plain text file here, named as [STORY CODE].txt",Crime trajectory,"What is the ""reveal border"" sentence?"
2021-05-17T10:25:51Z,SO,JM,RSH08,The Six Napoleons,"Sherlock Holmes investigates the mysterious busting of Napoleon busts (which is owned by an odd group of people). Not only is there burglary, but theft! Murder! The Mob!",ACD,NA,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,5,0,,,,2,0,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Theft, Mischief, Breaking and entering",Greed,Knife/sword,Yes,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",Beppo was a skilled sculptor,Testimonial clue,Busting Napoleon busts,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,No,https://drive.google.com/open?id=1oq5s0aJODaiC8khY570IyctbWaU_dZCe,Qrime → same qrime,"“Gentlemen,” he cried, “let me introduce you to the famous black pearl of the Borgias.”"
2021-05-17T10:42:12Z,SO,JM,RSH09,The Three Students,A university nightmare! Someone looked at the test answers for a Greek exam as part of a scholarship! The culprit is one of three students living with their professor.,ACD,NA,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,1,0,,,,1,0,0,0,No,Acts mostly alone with some assistance,A private client,Police are not present,Quasi-crime,Before the investigation,"Theft, Breaking and entering",Greed,NA,Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable)",Cleats markings,Physical clue,Black clay balls,Physical clue,The demeanor of the Indian,Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,3,No,https://drive.google.com/open?id=1QhKb5a3or1byMRrOmLGuwdgIsRhliItJ,Qrime → same qrime,"Perhaps it would be easier for you if I were to tell Mr. Soames what occurred, and you can check me where I am wrong."
2021-05-17T11:02:59Z,SO,JM,RSH10,The Golden Pince-Nez,The professor's assistant is found dead. Pince-nez is found in his hand. Sherlock Holmes investigates this mysterious murder! Are there Russians involved?,ACD,NA,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,1,,,,1,1,0,0,Yes,Acts on behalf of a crime syndicate,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Theft, Blackmail, Breaking and entering","Revenge, Ideology","Poison, Knife/sword",No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",Scratches in the Chubb's lock,Physical clue,Golden pince-nez,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,Yes,https://drive.google.com/open?id=1EYr9UZ7Rfix2ibq16E3qnAGKte37AvtX,Qrime → same qrime,"Meanwhile I will reconstruct what is past for your benefit, so that you may know the information which I still require."
2021-05-17T15:31:42Z,ZC,WW,RSH02,The Norwood Builder,"Jonas Oldacre, a wealthy builder, disappears in a fire at his estate. All evidence points towards John McFarlane, a young solicitor to whom Oldacre had recently named as the sole beneficiary of his will. The evidence is unambiguous—but perhaps too unambiguous.",ACD,NA,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,1,0,,,,1,1,0,0,No,Acts mostly alone with some assistance,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Suspected murder, Fraud, Mischief","Greed, Revenge",NA,Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)","The addition of the suspect John McFarlane’s bloodied thumbprint at the scene of the crime, which had not been there during the initial survey of the crime scene.",Physical clue,The thumbprint; same as essential clue.,Physical clue,NA,NA,"Planted, Fabricated","Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,https://drive.google.com/open?id=1185oM0yEYgJ1VzykTepCk4SDbIqTUZb7,Qrime → different qrime,Only that there is an important witness whom you have not seen.
2021-05-17T15:46:58Z,ZC,WW,RSH03,The Dancing Men,Country squire Hilton Cubitt requests the aid of Holmes in decoding a series of messages drawn in chalk around his estate. These sequences of hieroglyphic dancing men symbols may be connected to his wife Elsie Patrick’s mysterious past in America.,ACD,NA,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,1,1,,,,1,0,0,0,Yes,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Blackmail, Assault, Mischief","Revenge, Jealousy, Self-defence",Firearm,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",The messages of the dancing men and Holmes’ decryption of them.,Physical clue,Elsie Patrick’s anxious reaction to the appearance of the dancing men symbols.,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=19kZeOJid4KID6p0wkE5-3I0_Dl-eKJPo,No qrime → qrime,I think that I can help you to pass an hour in an interesting and profitable manner
2021-05-17T16:08:04Z,ZC,WW,RSH04,The Solitary Cyclist,"Miss Violet Smith, a young music instructor and governess, cycles to and from her workplace on a weekly basis. Lately, she has been followed by a bearded cyclist, who has not made any attempt to approach her.",ACD,NA,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,1,,,,3,0,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Crime,During the investigation,"Fraud, Assault, Kidnapping, Murder","Greed, Jealousy, Love",Firearm,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",NA,NA,"The person following Violet Smith keeps his distance, not wanting her to see his face.",Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=1jildfPRwBvKXTt7srmRtak6EcBPxrzBV,No qrime → qrime,"Yes,” said our ally, “I am Bob Carruthers"
2021-05-17T17:09:27Z,SK,CC,RSH05,The Priory School,"Unforeseen circumstances lead to the disappearance of Lord Saltire, the son of the Duke of Holdernesse. His school principal seeks the assistance of Sherlock Holmes and Watson to solve the mystery of the child’s disappearance!",ACD,NA,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,3,0,,,,3,1,0,0,Yes,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Blackmail, Kidnapping","Greed, Jealousy, Pride",Blunt force trauma,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",Holmes seeing the horse stable,Physical clue,Cow tracks,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,3,Yes,https://drive.google.com/open?id=1KrXg49uvw5uLnQsaIQ9Epkp6RGPoKoLv,Qrime → different qrime,"“I accuse you,” said he. “And now, your Grace, I'll trouble you for that cheque.”"
2021-05-17T17:14:16Z,SK,CC,RSH06,Black Peter,"A hot-headed ship captain is found dead in a cottage away from his house, and the police inspector on the case seeks the assistance of Sherlock Holmes and Watson in order to determine who murdered the captain.",ACD,NA,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,0,,,,2,0,0,0,Yes,Acts alone,The police,Police are present and contribute significantly to solving the crime,Crime,Before the investigation,"Murder, Theft, Blackmail, Assault","Greed, Revenge, Self-defence",Blunt force trauma,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",Only rum was drunk when Whisky & Brandy were available,Physical clue,The harpoon as a murder weapon,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=1RnhaGwP4zzBnldtzKUvATmu9vL94SaU8,Qrime → same qrime,"You were so absorbed in young Neligan that you could not spare a thought to Patrick Cairns, the true murderer of Peter Carey.”"
2021-05-17T17:27:36Z,SK,CC,RSH07,Charles Augustus Milverton,"With a professional blackmailer on the loose, Sherlock Holmes seeks to put a stop to the deviant’s man’s antics after being requested help from a well-known and recent debutante who now has her engagement on the line.",ACD,NA,Reverse,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,2,,,,3,1,0,0,Yes,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Theft, Fraud, Blackmail","Greed, Revenge, Pride",Firearm,Yes,Yes,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable)",Milverton not being alone and looking at his watch (i.e. meeting/ expecting someone),Physical clue,Blackmailing activity,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,4,Yes,https://drive.google.com/open?id=18qBV7zZIYv-q1n0lueQnDwdZjl4RZ7uG,Qrime → different qrime,Milverton will send the letters to the Earl unless a large sum of money is paid him.
2021-05-19T13:30:52Z,SO,JM,HLB01,Wisteria Lodge,"Invited to stay a few days with a new friend of his, Mr.Eccles finds the house empty in the morning. Later that day, the cadaver of the said friend is found, he has been beaten to death. Dictators? Sacrificed animals? Holmes is investigated.",ACD,NA,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,4,1,,,,5,2,0,0,Yes,Acts together with one or more equal partners,A private client,Police are present and contribute significantly to solving the crime,Crime,"Before the investigation, During the investigation, After the investigation","Murder, Fraud, Assault, Kidnapping","Revenge, Crime-for-crime's-sake, Self-defence","Firearm, Blunt force trauma",No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",Mr.Henderson's weird behaviours,Testimonial clue,The letter,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,Yes,https://drive.google.com/open?id=1OBV3kaeBj_-PCSuP9SeiVI1lRUUxSUr8,No qrime → qrime,"“Just sit down in that chair, Watson,” said Sherlock Holmes when we had returned to our apartment at the Bull."
2021-05-19T13:49:03Z,SO,JM,HLB02,The Cardboard Box,A woman receives two ears in a box. Some kind of sick joke or a violent murder?,ACD,NA,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,1,2,,,,1,0,0,0,No,Acts alone,The police,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Assault",Jealousy,Blunt force trauma,Yes,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The knot,Physical clue,The ears,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,Yes,https://drive.google.com/open?id=1HI3sBJxtyGmfvkFOHqIUEC649ma7t6iN,Qrime → different qrime,"On the contrary, to my mind nothing could be more clear. Let me run over the principal steps."
2021-05-19T14:13:49Z,SO,JM,HLB03,The Red Circle,A hikikomori from Italy rents a room and...never leaves it. Sherlock Holmes investigates and uses his Italian to find the truth.,ACD,NA,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,1,,,,2,0,0,0,Yes,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Quasi-crime,"During the investigation, After the investigation","Murder, Blackmail, Kidnapping, Breaking and entering",Self-defence,Knife/sword,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)","""ATTENTA"" lantern signals from the husband",Physical clue,"""ATTENTA"" lantern signal from the husband",Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",No,No,Yes,1,No,https://drive.google.com/open?id=1FtKDC0f3drk_5EQPWR8qT63vBmGNoq39,No qrime → qrime,"“I was born in Posilippo, near Naples,” said she, “and was the daughter of Augusto Barelli, who was the chief lawyer and once the deputy of that part."
2021-05-19T17:09:40Z,CC,WW,HLB04,The Bruce-Partington Plans,"A government clerk is discovered on the tracks of a London train, his head crushed. From his brother, Holmes learns that this death is connected to the disappearance of several papers of grave significance to national interests",ACD,NA,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,1,0,,,,2,0,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Theft, Breaking and entering",Greed,Blunt force trauma,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)","The telegraphs that were sent from ""Pierrot""",Physical clue,Culprit's brother passing away from stress/broken heart as a result of the crime.,Testimonial clue,NA,NA,Planted,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=1kbGlnTChzy-SPo1HXzsaLRyqZQVTfp-J,Qrime → same qrime,"With the shock, his broad-brimmed hat flew from his head, his cravat slipped sown from his lips, and there were the long light beard and the soft, handsome delicate features of Colonel Valentine Walter."
